 -104.48533623	55.1834654052
 -104.48533623	58.7420630967
-104.750593949	41.6877144595
-104.940941742	38.1696323722
-104.940941742	41.679762894
-104.960351422	36.2703682469
-104.960351422	39.0711389029
-104.960351422	40.75709737
-104.960351422	44.4147732602
-104.998396849	36.4505412391
-104.998396849	41.386250931
-104.998396849	40.9689134888
-104.998396849	43.0138560126
-104.998396849	48.1393012011
-104.998396849	53.8732998782
-104.998396849	46.854571222
-104.998396849	36.4505412391
-104.998396849	33.8890321596
-104.998396849	30.6072741547
-104.998396849	27.4637185291
-104.998396849	27.5801071249
-104.998396849	25.9667838786
-104.998396849	39.167543216
-104.981147932	37.872210531
-105.008010037	37.780323005
-105.008010037	36.811031914
-105.008010037	39.2123509661
-105.008010037	38.8321764304
-105.008010037	32.074422879
-105.008010037	33.0357344001
-105.008010037	27.2133336486
-105.008010037	37.780323005
-105.008010037	44.933703111
-105.008010037	49.0964795822
-105.008010037	43.5259297889
-105.008010037	35.4333535772
-105.008010037	40.5955920355
-105.008010037	41.4671577424
-105.008010037	37.780323005
-105.008010037	33.7610314389
-105.008010037	34.6236924373
-105.008010037	33.5362445773
-105.008010037	34.2817980629
-105.008010037	31.5674755569
-105.008010037	27.4956844492
-104.995857596	36.7047019997
-104.995857596	37.4100930708
-104.995857596	44.341024532
-104.995857596	48.6749254237
-104.995857596	43.1633524623
-104.995857596	46.7857817857
-104.995857596	52.3493990775
-104.995857596	54.5646579378
-104.995857596	59.6368918216
-104.995857596	60.5346798388
-104.995857596	36.7047019997
-105.007808173	37.830153813
-105.007808173	34.7415011835
-105.007808173	31.6138774384
-105.007808173	33.3951521357
-105.007808173	30.0447644541
-105.007808173	32.4250887751
-105.007808173	28.8039467557
-105.007808173	28.3226563735
-105.007808173	21.5896799392
-105.007808173	26.353549315
-105.007808173	37.830153813
-105.007808173	39.8179361443
-105.007808173	44.0143547594
-105.007808173	43.6327416505
-105.007808173	44.32120006
-105.007808173	44.7945781246
-105.007808173	37.0258108148
-105.007808173	33.9696551324
-105.007808173	37.4294866213
-105.007808173	29.9279617008
-105.007808173	33.1037179294
-105.007808173	33.1697881157
-105.007808173	30.6625704203
-105.007808173	37.830153813
-105.007808173	35.0607968001
-105.007808173	32.9646552498
-105.007808173	43.8452236301
-105.007808173	46.5169274771
-105.007808173	46.782729971
-105.007808173	46.7259099801
-105.007808173	37.830153813
-105.007808173	40.4331886535
-105.019903182	37.0204781725
-105.019903182	35.5832260341
-105.032255461	36.6481403248
-105.032255461	34.0898169422
-105.032255461	35.3959631281
-105.045531958	35.8343594235
-105.045531958	33.5929600975
-105.045531958	31.8355605154
-105.045531958	33.4847251044
-105.045531958	38.8855852152
-105.045531958	35.8343594235
-105.045531958	37.8182063624
-105.045531958	42.2693139587
-105.045531958	42.3838141596
-105.045531958	45.2691537278
-105.045531958	38.0898548829
-105.045531958	39.2341658788
-105.045531958	35.8343594235
-105.045531958	31.8445439231
-105.045531958	30.7242150752
-105.045531958	31.2831905818
-105.045531958	30.9133951636
-105.045531958	32.9277040528
